單詞,TF,DF
們不,135,109
並表,135,130
不需,135,115
三方,135,98
黨總,134,117
門檻,134,98
運的,134,120
遇到,134,118
進的,134,121
迎接,134,119
見面,134,101
華碩,134,49
的效,134,119
玻璃,134,78
獨特,134,121
熱潮,134,119
深圳,134,93
治理,134,63
日出,134,127
旗艦,134,85
方在,134,124
政權,134,99
已連,134,122
島核,134,96
居住,134,108
將舉,134,124
學的,134,113
太多,134,121
在鴻,134,103
土界,134,72
國新,134,100
參賽,134,65
凸顯,134,128
不必,134,123
高速,133,91
配置,133,102
避難,133,63
道的,133,108
讀者,133,47
謹慎,133,117
者表,133,120
的要,133,123
發光,133,116
由行,133,87
然不,133,124
時程,133,106
於上,133,123
所提,133,114
建置,133,91
大震,133,90
大維,133,46
入日,133,116
佳的,133,121
何時,133,119
他還,133,128
人指,133,103
中美,133,81
體育,132,65
院院,132,101
身的,132,124
萬名,132,108
與南,132,106
突然,132,126
看待,132,113
的多,132,128
版圖,132,108
減緩,132,120
淨流,132,36
檢視,132,113
服飾,132,90
會通,132,117
最強,132,115
是希,132,121
已超,132,124
婦女,132,79
士尼,132,45
回歸,132,98
分的,132,120
出生,132,101
低成,132,107
中共,132,72
買進,131,105
讓日,131,117
計今,131,120
裁員,131,74
被迫,131,118
表明,131,111
藥品,131,43
聯繫,131,109
美的,131,115
精華,131,42
的談,131,118
普今,131,106
掀起,131,120
得以,131,120
干擾,131,97
幣的,131,93
將對,131,123
在未,131,124
在夏,131,108
國也,131,122
各自,131,113
們也,131,103
依然,131,119
以每,131,108
一季,131,96
首都,130,112
門的,130,120
重啟,130,90
護照,130,57
調高,130,94
規格,130,94
藥物,130,58
聲音,130,102
破壞,130,103
的確,130,115
的環,130,119
的活,130,117
版本,130,80
清晨,130,107
法官,130,50
水果,130,69
拉麵,130,39
手遊,130,81
很重,130,121
巨大,130,107
審議,130,87
國漁,130,78
單價,130,82
周一,130,106
危險,130,115
千葉,130,97
列入,130,104
全體,130,98
件的,130,123
仍將,130,114
黨政,129,98
金價,129,68
這裡,129,105
等級,129,90
的車,129,90
生在,129,116
為第,129,118
案例,129,104
有兩,129,119
是人,129,115
攤位,129,82
得更,129,117
失敗,129,90
外媒,129,74
單程,129,54
十大,129,80
作收,129,117
他不,129,118
人來,129,122
亞幣,129,87
三天,129,108
餘震,128,71
開設,128,104
農民,128,61
走跌,128,111
調升,128,77
課程,128,80
誠品,128,22
計將,128,118
科大,128,47
理性,128,96
現不,128,125
為英,128,108
次於,128,123
檢查,128,97
更新,128,82
早在,128,120
日雙,128,101
日式,128,77
推進,128,103
應有,128,106
廣場,128,87
年之,128,119
小孩,128,94
好好,128,114
大股,128,92
國中,128,99
及新,128,118
即時,128,109
判決,128,62
傾向,128,118
但台,128,123
了台,128,118
不受,128,117
下調,128,70
下游,128,94
顯著,127,117
部份,127,108
較上,127,87
說會,127,107
複合,127,92
老師,127,79
終止,127,89
的農,127,79
的戰,127,105
的各,127,121
港股,127,88
段時,127,118
正是,127,111
期將,127,121
時刻,127,112
得主,127,69
年推,127,104
局的,127,118
季的,127,105
大力,127,122
外幣,127,53
各式,127,111
南方,127,100
務大,127,110
前國,127,117
做到,127,109
任首,127,97
交涉,127,89
點數,126,33
遭遇,126,109
這名,126,95
財富,126,76
規則,126,88
能電,126,54
美洲,126,97
的面,126,102
的印,126,107
爆炸,126,76
海警,126,35
新型,126,91
放緩,126,115
成田,126,73
從日,126,118
府在,126,110
將再,126,119
宜蘭,126,75
天也,126,122
南港,126,46
南沙,126,60
加權,126,110
利潤,126,93
修憲,126,38
依照,126,109
任內,126,92
人道,126,74
人一,126,123
亞國,126,99
不太,126,118
飲食,125,84
選手,125,54
買氣,125,92
買主,125,70
貶破,125,73
行今,125,112
落在,125,97
續在,125,122
理解,125,99
災情,125,88
核試,125,57
月出,125,86
明會,125,116
日商,125,75
戰機,125,50
增率,125,92
在各,125,123
合的,125,115
勁揚,125,110
們在,125,109
馬拉,124,64
適當,124,109
跳空,124,117
貶至,124,100
設有,124,114
結盟,124,101
站在,124,110
疾病,124,64
燈會,124,26
熟悉,124,112
書店,124,32
日益,124,116
批准,124,96
態勢,124,114
影音,124,59
延至,124,39
就算,124,118
太郎,124,86
大師,124,99
大同,124,46
士報,124,88
在進,124,119
低利,124,94
企圖,124,107
人預,124,96
人行,124,88
金流,123,90
都很,123,116
還將,123,114
舉例,123,119
自主,123,99
續走,123,114
的軍,123,101
的未,123,112
率達,123,109
機組,123,54
核准,123,78
會被,123,111
是重,123,117
是會,123,112
提早,123,99
提振,123,111
振興,123,94
拉克,123,68
從未,123,113
後再,123,119
山區,123,80
國最,123,111
售的,123,113
品及,123,102
受邀,123,107
分公,123,83
出去,123,94
內需,123,94
允許,123,107
作出,123,116
人壽,123,47
並以,123,122
一日,123,99
降到,122,100
證據,122,103
複雜,122,110
補充,122,111
色的,122,108
結算,122,72
約時,122,108
眾的,122,113
的想,122,111
率領,122,108
法案,122,76
業在,122,102
暫緩,122,101
明表,122,103
日台,122,92
改為,122,104
接獲,122,106
感動,122,93
循環,122,96
度與,122,108
將開,122,112
大宗,122,100
因而,122,115
回來,122,95
及大,122,117
前日,122,115
則在,122,119
利商,122,76
分歧,122,98
些人,122,102
中在,122,115
並於,122,118
不高,122,107
馬上,121,108
間內,121,114
長照,121,34
錯誤,121,100
過一,121,116
賣超,121,66
行第,121,103
第五,121,98
海南,121,63
本部,121,88
有其,121,115
會比,121,105
是今,121,120
於預,121,111
故宮,121,24
排隊,121,90
戶的,121,111
家長,121,56
大工,121,105
國第,121,106
停飛,121,59
個小,121,113
休閒,121,93
人機,121,52
中台,121,70
不清,121,112
上線,121,86
頂級,120,93
長蔡,120,111
都已,120,117
這位,120,104
股匯,120,95
聯社,120,115
精密,120,84
知情,120,98
瑞穗,120,93
現的,120,114
熱情,120,104
為有,120,115
業國,120,102
有新,120,110
是島,120,74
方表,120,101
新報,120,89
拉回,120,92
成效,120,106
度升,120,110
年大,120,104
小學,120,80
將達,120,95
天收,120,113
多位,120,107
力推,120,106
公路,120,67
住在,120,92
以自,120,114
一口,120,102
領海,119,71
院的,119,96
重返,119,102
醫師,119,70
都知,119,67
選的,119,99
輕鬆,119,111
資者,119,82
要做,119,109
落後,119,99
草案,119,76
能將,119,111
能再,119,114
背後,119,113
義的,119,102
眾對,119,94
白色,119,91
畫面,119,95
生意,119,93
為人,119,107
火車,119,69
會說,119,102
施政,119,76
年都,119,110
對歐,119,101
定是,119,105
型基,119,75
在政,119,110
單月,119,91
友善,119,87
前市,119,113
兩次,119,93
們將,119,87
例行,119,109
任的,119,105
二大,119,110
也成,119,113
乘客,119,74
並提,119,117
一是,119,110
高收,118,55
首長,118,91
震後,118,98
鋼價,118,53
量化,118,98
部發,118,110
運轉,118,74
遊行,118,80
見到,118,99
行在,118,99
能提,118,114
而這,118,107
知識,118,94
率會,118,91
獎金,118,62
為他,118,110
機發,118,105
月內,118,102
暫收,118,106
方政,118,92
整的,118,110
店的,118,99
年年,118,112
工黨,118,61
展店,118,61
坦言,118,110
在本,118,116
國之,118,108
向來,118,113
向上,118,104
前有,118,114
人們,118,94
造型,117,87
這段,117,101
輸出,117,81
較為,117,106
芒果,117,32
的後,117,98
的傳,117,107
灣東,117,56
流通,117,79
污染,117,66
次大,117,101
智庫,117,84
放大,117,105
控股,117,87
技產,117,90
廉航,117,47
平的,117,96
對人,117,85
媽媽,117,72
國發,117,93
回穩,117,99
台東,117,60
台上,117,96
及南,117,112
匯入,117,61
化與,117,100
出價,117,75
元件,117,74
來在,117,114
他是,117,107
二戰,117,89
不當,117,72
金股,116,69
要再,116,106
的變,116,105
的指,116,108
的力,116,107
的代,116,111
的世,116,100
球的,116,108
為首,116,112
為基,116,103
減弱,116,85
橫濱,116,50
是非,116,112
日元,116,78
敏感,116,105
收斂,116,105
手工,116,55
府不,116,104
對新,116,106
大中,116,74
夏季,116,79
到場,116,105
僅次,116,113
作人,116,81
但若,116,112
以提,116,108
事的,116,101
中說,116,101
不符,116,89
下挫,116,100
三越,116,45
額為,115,79
還能,115,100
這幾,115,102
輸入,115,68
車款,115,56
超市,115,53
資安,115,19
解禁,115,78
觀眾,115,77
艦艇,115,53
與民,115,104
臨床,115,48
股息,115,56
的評,115,95
的展,115,97
的和,115,95
的參,115,105
當初,115,106
物中,115,69
漁權,115,78
東聖,115,76
札幌,115,59
本就,115,110
日收,115,108
於東,115,107
方針,115,95
文章,115,67
文學,115,59
故鄉,115,57
把關,115,82
度最,115,100
幹事,115,78
專區,115,71
家屬,115,70
增資,115,84
國駐,115,102
卻是,115,106
任期,115,78
高等,114,71
長蘇,114,102
郵票,114,7
贊成,114,78
賺錢,114,90
試圖,114,106
西方,114,82
能成,114,104
美麗,114,97
監督,114,98
球晶,114,22
特性,114,89
物的,114,97
為自,114,103
為最,114,106
海岸,114,88
氣壓,114,81
民生,114,92
校園,114,58
查核,114,58
有時,114,101
有成,114,107
會場,114,91
方都,114,101
搭載,114,89
所在,114,106
得很,114,104
形容,114,102
建構,114,95
年半,114,102
將提,114,110
完工,114,82
安心,114,92
失望,114,99
動機,114,76
動態,114,95
但今,114,110
他對,114,110
體業,113,86
際大,113,82
配件,113,64
這對,113,105
轉投,113,82
解讀,113,100
等各,113,107
的製,113,90
的任,113,95
發中,113,70
現貨,113,84
爭端,113,71
流的,113,105
流出,113,64
沒想,113,99
未有,113,107
期公,113,71
是可,113,105
損害,113,93
得的,113,107
很快,113,103
府對,113,102
幸福,113,74
天就,113,103
天召,113,106
多名,113,99
外流,113,81
培養,113,95
培育,113,86
在明,113,103
北亞,113,92
務所,113,85
保安,113,76
也發,113,108
不及,113,105
高檔,112,92
馬祖,112,56
過這,112,106
解除,112,91
行團,112,68
績效,112,78
稻田,112,46
研議,112,88
的飛,112,93
的通,112,101
的分,112,106
率也,112,106
海將,112,90
期限,112,90
有能,112,100
月將,112,109
最愛,112,93
最具,112,98
晶電,112,57
新鮮,112,91
提款,112,49
挑釁,112,88
後在,112,106
式會,112,83
度上,112,107
市中,112,92
將召,112,103
學教,112,84
太大,112,102
大賽,112,60
大小,112,105
國財,112,83
國股,112,89
品項,112,90
則以,112,108
優秀,112,82
價下,112,105
人死,112,90
也相,112,107
風潮,111,90
醫學,111,69
遵守,111,89
進國,111,89
輔導,111,69
趨緩,111,98
要因,111,105
行股,111,91
著手,111,101
著名,111,97
自治,111,51
等大,111,108
產地,111,79
灣海,111,69
派出,111,80
果的,111,101
本業,111,80
會做,111,98
是從,111,101
新股,111,64
持人,111,92
拿到,111,89
形式,111,100
平價,111,87
女兒,111,76
堅定,111,85
台海,111,83
切入,111,91
出全,111,100
來就,111,104
今已,111,106
不振,111,98
一份,111,99
飛往,110,87
陽光,110,48
開高,110,93
這將,110,104
車市,110,51
警察,110,84
訪台,110,75
萬輛,110,44
臨的,110,99
罷工,110,42
續進,110,100
相機,110,73
的正,110,104
發起,110,97
生能,110,65
甜點,110,60
潛艦,110,31
法令,110,76
民在,110,97
望藉,110,107
早日,110,97
日文,110,82
持穩,110,92
拉抬,110,97
折扣,110,71
才有,110,92
幾天,110,99
年東,110,97
帶著,110,97
布新,110,105
對他,110,105
外相,110,93
在網,110,95
可說,110,105
受損,110,86
包裝,110,70
動畫,110,48
別的,110,100
分配,110,81
全日,110,87
但有,110,108
人與,110,104
魅力,109,96
高級,109,94
顯見,109,98
雄獅,109,43
陸海,109,74
開展,109,92
部及,109,95
車零,109,69
跟進,109,101
自台,109,90
的這,109,100
的低,109,106
用卡,109,61
理公,109,87
現最,109,95
現實,109,91
為我,109,94
海運,109,35
氛圍,109,102
每人,109,80
權值,109,77
業成,109,89
校長,109,80
有三,109,99
日月,109,57
日到,109,99
技股,109,77
成就,109,87
成一,109,104
彰化,109,57
島上,109,66
對南,109,74
在與,109,100
因日,109,103
出訪,109,77
兩位,109,92
兆豐,109,48
不易,109,97
一一,109,92
首位,108,89
電的,108,82
通車,108,53
較低,108,99
觀點,108,88
親民,108,59
自家,108,93
股在,108,97
者可,108,99
統表,108,62
等到,108,101
立刻,108,96
秘魯,108,53
監控,108,76
的照,108,87
的名,108,97
發酵,108,101
生存,108,81
理李,108,99
為亞,108,95
次在,108,100
最為,108,106
是當,108,105
明仁,108,30
施的,108,96
新世,108,72
據報,108,103
招募,108,60
成以,108,93
巡邏,108,64
導的,108,102
將不,108,106
官民,108,94
告中,108,93
名人,108,83
升幅,108,75
前也,108,103
分為,108,99
依賴,108,94
你們,108,70
作機,108,94
作戰,108,75
人蔡,108,104
了日,108,104
中指,108,92
一張,108,84
鮪魚,107,27
驗的,107,92
造出,107,95
萬張,107,70
能見,107,97
聯名,107,59
的訊,107,103
火箭,107,43
注的,107,101
明的,107,98
明中,107,88
日海,107,50
日止,107,97
日亞,107,39
持的,107,98
或者,107,97
得一,107,94
年間,107,92
年最,107,102
年已,107,105
島礁,107,53
對其,107,99
實的,107,100
害者,107,70
宣示,107,91
季節,107,90
子彈,107,57
如同,107,96
場也,107,103
型態,107,83
單季,107,68
可獲,107,93
勝選,107,75
動台,107,97
動下,107,96
力於,107,101
出後,107,101
共享,107,77
假日,107,74
俄國,107,58
事宜,107,98
不敢,107,93
一連,107,102
韓股,106,84
開啟,106,97
郵政,106,19
買回,106,66
試爆,106,48
評價,106,86
要看,106,97
英特,106,51
聲寶,106,22
者有,106,93
老化,106,70
磋商,106,77
皮書,106,42
的雙,106,102
的演,106,94
的北,106,98
當日,106,86
留學,106,59
產經,106,86
瑞典,106,83
為此,106,102
次數,106,81
本有,106,100
有明,106,92
有來,106,98
有中,106,92
會以,106,102
明星,106,74
新藥,106,40
新款,106,76
探討,106,94
拍賣,106,37
恐將,106,90
度不,106,100
年是,106,98
年到,106,90
市公,106,87
將加,106,98
將全,106,98
官房,106,96
大投,106,70
在兩,106,98
國出,106,88
四年,106,91
單日,106,77
善的,106,89
台旅,106,55
十字,106,34
到現,106,100
儘速,106,86
住宿,106,76
也同,106,102
之旅,106,85
防止,105,88
過剩,105,72
通報,105,82
這份,105,91
軌道,105,72
足夠,105,94
議上,105,95
談會,105,72
西南,105,81
華電,105,45
美術,105,60
的記,105,98
汙染,105,62
機大,105,91
標普,105,69
是兩,105,88
日聯,105,85
於這,105,102
文的,105,84
排行,105,75
手段,105,87
我不,105,93
懷疑,105,96
得知,105,97
得日,105,93
座談,105,76
專注,105,92
將從,105,95
實在,105,100
女子,105,62
增至,105,89
在最,105,101
國就,105,91
國前,105,86
回溫,105,87
南台,105,74
半數,105,95
升機,105,69
動部,105,50
前全,105,102
分子,105,63
元素,105,86
價上,105,99
來發,105,99
額達,104,96
面向,104,94
陳建,104,47
防災,104,44
鋼廠,104,46
部落,104,59
通股,104,70
跌勢,104,89
走軟,104,77
與全,104,96
總會,104,57
的路,104,94
的男,104,81
的下,104,94
為今,104,98
源的,104,91
板產,104,76
會時,104,100
最有,104,93
更重,104,98
普與,104,92
時可,104,95
數漲,104,68
搜尋,104,65
推特,104,68
心態,104,86
大經,104,99
大數,104,77
大分,104,51
多單,104,66
基點,104,73
團總,104,90
回憶,104,87
商用,104,71
品價,104,86
前還,104,101
出歐,104,78
來可,104,104
京大,104,69
也與,104,102
中包,104,103
不見,104,96
一下,104,92
麵包,103,43
邁入,103,98
連假,103,74
要把,103,88
與各,103,97
能出,103,100
確的,103,95
的模,103,91
的改,103,86
的應,103,88
畫的,103,83
法庭,103,54
正向,103,78
果不,103,95
日皇,103,34
日也,103,99
新人,103,56
按照,103,89
心中,103,91
彈的,103,81
彈性,103,95
年至,103,98
年業,103,78
年國,103,85
將更,103,94
宏碁,103,36
夫人,103,68
在家,103,87
向國,103,91
台廠,103,77
可愛,103,77
加大,103,97
到期,103,79
出台,103,93
但我,103,93
休息,103,68
亞東,103,81
上自,103,68
額度,102,72
零件,102,66
逮捕,102,73
這件,102,88
走弱,102,91
議中,102,93
識別,102,47
蒲亭,102,43
華人,102,71
與經,102,95
署長,102,90
絕不,102,91
細胞,102,32
空中,102,83
的鴻,102,88
的網,102,83
為目,102,97
月上,102,96
會開,102,95
會見,102,80
日為,102,88
日旅,102,72
於本,102,94
於其,102,99
後才,102,98
幣對,102,52
工商,102,59
將使,102,90
審會,102,39
家園,102,73
國土,102,71
國可,102,91
嘗試,102,95
和泰,102,50
區及,102,71
劇烈,102,91
到來,102,94
到中,102,99
利空,102,91
來已,102,100
人為,102,87
也對,102,101
並強,102,92
七大,102,93
長黃,101,89
選項,101,89
進日,101,97
這波,101,84
轉變,101,94
記錄,101,85
蔡明,101,46
續留,101,64
等因,101,97
私人,101,81
的條,101,95
界最,101,95
特展,101,43
熱烈,101,92
為重,101,97
業工,101,47
業家,101,63
業利,101,74
本對,101,90
方將,101,90
數成,101,77
擴增,101,92
底的,101,90
年發,101,87
岸信,101,38
寵物,101,28
大橋,101,55
外觀,101,91
場中,101,93
可行,101,91
原來,101,89
化妝,101,56
募集,101,67
到第,101,85
到新,101,92
光是,101,96
人是,101,94
亞的,101,88
上次,101,81
上保,101,66
點之,100,90
震撼,100,87
附加,100,73
里的,100,86
這不,100,95
辯論,100,69
轉移,100,87
而日,100,100
等新,100,95
票的,100,81
盤面,100,77
的紀,100,92
的疑,100,98
界人,100,83
率決,100,78
熱銷,100,81
照護,100,58
比起,100,90
業部,100,80
有點,100,88
有網,100,69
是好,100,86
易的,100,90
找出,100,84
戰後,100,85
建造,100,71
平板,100,79
幅介,100,77
對立,100,81
契機,100,90
外商,100,70
國廣,100,98
四個,100,91
啟用,100,86
分止,100,98
元對,100,66
價今,100,96
低的,100,97
不適,100,88
不了,100,93
飲料,99,54
聽到,99,85
罕見,99,85
經指,99,89
經在,99,93
眼鏡,99,72
盟國,99,71
盟友,99,80
的運,99,87
的團,99,88
疫苗,99,24
現況,99,92
然後,99,91
為不,99,96
灣北,99,48
活的,99,85
機種,99,67
本也,99,96
最長,99,86
承擔,99,84
往返,99,71
延長,99,79
年才,99,92
小的,99,93
將為,99,91
塑膠,99,48
在他,99,92
土壤,99,39
國都,99,95
回收,99,53
只會,99,88
又有,99,94
力可,99,72
全不,99,88
光學,99,65
價也,99,87
偵測,99,76
來是,99,99
以不,99,89
也正,99,91
不穩,99,93
不便,99,78
首家,98,83
飛安,98,35
資格,98,81
該是,98,93
覽會,98,59
行將,98,83
總監,98,83
約在,98,90
稅率,98,61
疲軟,98,90
獎項,98,70
灣之,98,57
深刻,98,96
浙江,98,56
水域,98,53
每周,98,64
檢察,98,38
本自,98,80
會也,98,93
是沒,98,91
料的,98,85
教學,98,64
改選,98,60
手中,98,92
式開,98,91
度假,98,56
平穩,98,75
巡護,98,36
富的,98,95
學術,98,66
學研,98,73
她在,98,76
天是,98,91
場不,98,93
型機,98,62
地下,98,66
回家,98,78
周二,98,77
名稱,98,70
台獨,98,52
出遊,98,76
八年,98,70
停工,98,55
但現,98,96
仙台,98,47
下週,98,80
電源,97,45
雷達,97,60
雲林,97,48
過半,97,87
進台,97,85
逆勢,97,85
貨櫃,97,77
警報,97,59
評等,97,56
評比,97,46
訴訟,97,66
觀賞,97,72
能產,97,60
者在,97,95
續增,97,90
續下,97,90
繁榮,97,78
究竟,97,84
的解,97,87
的個,97,87
男女,97,72
理想,97,87
水平,97,85
氣的,97,90
業公,97,86
松山,97,61
本將,97,93
有自,97,91
有美,97,80
時會,97,91
是首,97,93
放的,97,88
打開,97,87
打破,97,91
引擎,97,71
少人,97,91
對經,97,92
專題,97,80
將面,97,90
將公,97,89
家與,97,89
家族,97,69
宣告,97,91
境的,97,87
在官,97,88
國關,97,81
國商,97,71
只剩,97,92
南投,97,59
勝出,97,86
助台,97,80
則說,97,89
分散,97,84
出了,97,87
依序,97,77
中也,97,91
風暴,96,68
險的,96,91
防禦,96,69
開心,96,84
速成,96,89
諮詢,96,76
蒐集,96,74
色彩,96,72
與安,96,89
而台,96,91
者也,96,91
考驗,96,82
納稅,96,37
研判,96,85
矽晶,96,43
的困,96,83
的因,96,87
當的,96,88
犯罪,96,68
爭的,96,80
燃料,96,64
求日,96,75
每次,96,82
正的,96,82
業及,96,91
棒球,96,35
有民,96,78
會及,96,91
是亞,96,88
明指,96,89
於明,96,87
文表,96,88
數百,96,88
搭機,96,76
接軌,96,79
手上,96,72
店面,96,46
就已,96,92
尊嚴,96,66
多來,96,74
在紐,96,84
在世,96,91
和英,96,87
可期,96,80
升溫,96,91
動員,96,65
前仍,96,91
備的,96,91
但如,96,93
他並,96,91
也為,96,93
也大,96,93
主軸,96,86
韓外,95,56
金正,95,44
邁進,95,90
趣的,95,82
賽事,95,50
貝爾,95,49
短短,95,90
直言,95,87
的程,95,86
的獲,95,88
的故,95,74
深耕,95,81
此之,95,91
業營,95,61
東關,95,74
有特,95,90
會期,95,78
普及,95,86
是讓,95,86
是歐,95,80
擺脫,95,90
據悉,95,86
提名,95,55
接待,95,77
成共,95,86
度和,95,92
幅達,95,84
增幅,95,70
國應,95,84
國一,95,87
口氣,95,91
分裂,95,72
六年,95,75
代廠,95,54
仍未,95,94
也開,95,92
三重,95,59
體經,94,76
體制,94,76
須要,94,86
雅虎,94,19
配備,94,65
選前,94,78
這款,94,64
逐年,94,84
越鋼,94,8
豬肉,94,42
親節,94,34
要進,94,89
融合,94,83
若要,94,84
航太,94,42
續創,94,84
總是,94,86
等相,94,92
穿著,94,79
看見,94,85
的認,94,80
的受,94,71
的債,94,73
疑似,94,77
現身,94,82
港澳,94,59
業也,94,90
查詢,94,78
月合,94,61
時指,94,91
是外,94,89
日大,94,91
方也,94,88
敲定,94,90
效能,94,68
揭露,94,71
指導,94,80
拉高,94,77
抽獎,94,48
扣押,94,66
情的,94,89
息機,94,78
後也,94,92
店家,94,60
年人,94,56
岡山,94,25
密集,94,82
國今,94,81
可享,94,77
另有,94,93
反向,94,49
及人,94,78
北緯,94,55
勢力,94,75
加油,94,63
券商,94,63
利基,94,76
克力,94,43
價走,94,84
倡議,94,57
但隨,94,91
人有,94,86
中南,94,75
體表,93,89
震驚,93,80
院今,93,84
長大,93,82
軍的,93,80
買下,93,67
讓國,93,81
親子,93,62
裁案,93,60
聯誼,93,36
而來,93,91
翻紅,93,72
程式,93,67
的官,93,82
的回,93,86
畫家,93,42
產出,93,74
獎的,93,79
為在,93,90
海關,93,62
流量,93,35
法公,93,61
標是,93,85
業指,93,80
果公,93,73
東經,93,55
有在,93,91
是東,93,90
是未,93,86
日來,93,86
搶先,93,80
接連,93,87
德州,93,70
對鴻,93,79
將大,93,88
容量,93,58
季財,93,83
妝品,93,52
天晚,93,83
大雨,93,67
多是,93,85
在對,93,87
在印,93,59
商會,93,51
名列,93,74
台後,93,85
力發,93,69
前為,93,92
克斯,93,47
低溫,93,65
付出,93,78
人心,93,85
些國,93,83
也應,93,89
不想,93,82
上證,93,78
驗證,92,68
非法,92,62
開票,92,72
部平,92,39
返台,92,77
近海,92,67
詳細,92,88
要國,92,82
被日,92,83
艦隊,92,36
股指,92,68
聯電,92,33
續擴,92,86
統治,92,65
紅色,92,62
等產,92,81
監事,92,70
益的,92,86
的轉,92,79
的無,92,81
的加,92,81
的功,92,87
烈的,92,87
機等,92,87
構成,92,79
榮譽,92,67
榮發,92,19
業經,92,79
本當,92,82
本為,92,87
本一,92,86
有近,92,83
月就,92,88
會因,92,90
書中,92,77
普新,92,71
是經,92,83
是民,92,85
日後,92,85
數大,92,85
承受,92,83
恐慌,92,75
強升,92,65
席次,92,48
居第,92,69
就連,92,85
小米,92,26
導彈,92,33
專門,92,86
將採,92,84
家一,92,83
大致,92,81
大在,92,84
場所,92,78
品等,92,87
司令,92,58
占全,92,81
加劇,92,85
加價,92,62
免稅,92,37
傾銷,92,29
停滯,92,80
伊朗,92,53
以國,92,79
人之,92,76
亞科,92,28
點名,91,78
陳菊,91,41
陳俊,91,22
連帶,91,85
通信,91,79
諸島,91,43
論的,91,85
請辭,91,51
說的,91,79
觀看,91,77
萊爾,91,33
若能,91,84
船在,91,72
能對,91,87
結婚,91,53
等都,91,89
立院,91,67
稅的,91,60
稅前,91,50
用來,91,82
生大,91,78
然有,91,86
災後,91,76
測器,91,58
洲最,91,75
是來,91,83
於在,91,89
拍照,91,75
府與,91,83
安謀,91,25
奈米,91,33
夢想,91,69
多頭,91,73
基隆,91,44
嚴正,91,65
口感,91,62
即便,91,86
動不,91,80
加快,91,80
力與,91,88
出最,91,82
出手,91,80
入新,91,85
免簽,91,37
價差,91,63
傳達,91,84
個地,91,84
依法,91,69
人投,91,72
二年,91,78
久的,91,86
上架,91,63
上季,91,65
三成,91,85
點大,90,70
體質,90,76
願景,90,74
頭的,90,80
難度,90,76
轟炸,90,37
軍演,90,44
起一,90,87
讓我,90,76
菲國,90,43
若有,90,83
總體,90,77
網絡,90,72
經紀,90,82
結論,90,80
等方,90,87
盤收,90,85
盟公,90,63
的承,90,82
的區,90,82
百合,90,53
異常,90,57
照明,90,34
減產,90,56
業競,90,70
業合,90,79
施壓,90,74
推測,90,73
戶外,90,63
從台,90,85
從今,90,87
府也,90,86
年產,90,61
已不,90,89
層面,90,81
實是,90,83
家在,90,86
完善,90,78
外海,90,69
在華,90,72
在推,90,79
團副,90,77
和碩,90,43
同學,90,50
去一,90,86
勝利,90,71
助理,90,71
前十,90,58
制的,90,80
入第,90,85
兒子,90,54
以美,90,84
之內,90,82
不分,90,69
不出,90,82
不久,90,89
麼多,89,80
首航,89,47
順差,89,43
陪同,89,80
除非,89,83
遠東,89,53
資方,89,71
計價,89,52
能進,89,84
股漲,89,73
約的,89,76
秩序,89,70
相繼,89,87
的銀,89,67
的房,89,70
牽動,89,81
無限,89,59
災難,89,67
泡麵,89,17
此行,89,77
此時,89,83
次參,89,79
本條,89,67
有趣,89,72
最早,89,80
時就,89,83
是高,89,86
是礁,89,61
明說,89,79
日之,89,82
搶進,89,80
平安,89,73
常會,89,74
帶給,89,84
宣言,89,54
官邸,89,69
外部,89,73
地面,89,63
同盟,89,54
卻不,89,86
到海,89,79
出動,89,72
全民,89,68
低調,89,76
但未,89,87
估今,89,80
他將,89,79
不認,89,81
不公,89,73
一面,89,71
類別,88,65
額的,88,83
題是,88,83
院會,88,66
遭日,88,71
週末,88,68
這類,88,81
資策,88,43
讓大,88,83
視覺,88,71
英語,88,43
花費,88,74
能為,88,84
股大,88,85
職務,88,72
者對,88,82
群益,88,51
籌碼,88,76
的超,88,79
的廠,88,78
營造,88,67
漲停,88,55
活躍,88,74
波段,88,72
此案,88,68
次發,88,73
林克,88,6
朝向,88,84
有問,88,82
會指,88,75
會受,88,83
更可,88,84
星期,88,76
日漁,88,55
日幣,88,60
指控,88,74
戰鬥,88,58
快樂,88,59
幣走,88,74
市民,88,70
定成,88,79
始終,88,81
失蹤,88,56
天內,88,71
多款,88,77
場成,88,78
國電,88,67
國進,88,75
回檔,88,83
商圈,88,52
員說,88,79
品展,88,44
和東,88,80
含稅,88,38
名義,88,70
合會,88,72
到英,88,71
到全,88,83
元成,88,81
任命,88,66
件數,88,51
互相,88,80
也一,88,88
之星,88,46
一成,88,80
隊伍,87,45
除日,87,80
關部,87,79
開業,87,57
買賣,87,54
財經,87,74
認知,87,58
觀念,87,75
衝刺,87,77
行新,87,68
處處,87,76
與韓,87,78
經由,87,80
的期,87,78
潮流,87,72
準的,87,81
派的,87,73
構的,87,77
業數,87,73
有專,87,77
月至,87,78
會等,87,84
是如,87,82
日電,87,79
日兩,87,74
新航,87,58
文指,87,85
數也,87,83
放款,87,64
思維,87,75
徵才,87,31
待遇,87,64
展場,87,59
局面,87,85
孩童,87,46
妻子,87,63
夏天,87,72
場發,87,77
在人,87,84
周三,87,79
午舉,87,86
到東,87,74
出不,87,83
其它,87,76
元貶,87,79
信賴,87,68
人會,87,77
予以,87,73
也推,87,81
下單,87,67
一片,87,81
一中,87,46
