單詞,TF,DF
位及,100,95
但自,100,99
任會,100,59
以總,100,93
以投,100,93
人於,100,95
人仍,100,97
也逐,100,97
也擔,100,98
中颱,100,75
且要,100,96
點都,99,92
高人,99,93
體協,99,54
驚艷,99,91
首見,99,87
頭城,99,61
頗有,99,97
面報,99,82
震的,99,87
雙手,99,88
雄等,99,96
防署,99,72
門子,99,50
量在,99,95
都對,99,97
部設,99,96
遞件,99,80
進大,99,97
這可,99,94
車自,99,75
路購,99,79
超乎,99,88
赴立,99,91
贖回,99,67
資計,99,85
資報,99,75
訊系,99,85
計平,99,46
要修,99,87
西洋,99,78
表及,99,93
行量,99,65
與銀,99,84
能跟,99,95
能協,99,95
職涯,99,74
耗費,99,97
而被,99,96
續約,99,61
線充,99,19
緊縮,99,75
統和,99,93
等機,99,96
立起,99,89
福衛,99,27
盤下,99,96
的靈,99,94
的島,99,84
的失,99,90
的七,99,90
療費,99,66
病房,99,62
畫書,99,67
率仍,99,93
焦慮,99,79
無縫,99,87
為進,99,94
濟及,99,95
溫的,99,93
清晰,99,88
深深,99,93
法理,99,81
法新,99,84
歲時,99,78
此決,99,96
正大,99,67
樂節,99,49
業高,99,85
業交,99,88
未接,99,89
有航,99,87
有志,99,85
會越,99,86
最需,99,87
曾與,99,94
時應,99,93
時半,99,70
是事,99,92
方要,99,90
救人,99,69
擱淺,99,63
擔的,99,89
揚言,99,91
捷克,99,58
抽出,99,76
投報,99,47
手環,99,66
手冊,99,70
意產,99,71
從日,99,94
得利,99,75
建榮,99,46
年暑,99,81
年各,99,95
已大,99,96
已到,99,94
工務,99,74
尾牙,99,58
小桃,99,18
對現,99,90
將要,99,95
實況,99,78
家航,99,85
家指,99,87
大社,99,91
大手,99,82
多角,99,83
多利,99,87
外洩,99,80
士兵,99,51
場高,99,93
地址,99,77
地公,99,74
在評,99,86
在處,99,94
在福,99,79
在只,99,98
台鹽,99,27
只為,99,89
及廣,99,88
博會,99,47
午與,99,98
午也,99,95
動以,99,91
力是,99,93
到後,99,94
利國,99,76
典的,99,90
共安,99,78
公信,99,84
內設,99,75
入最,99,89
先以,99,94
元與,99,88
元等,99,94
優雅,99,88
億台,99,70
價仍,99,90
們認,99,92
個可,99,93
位是,99,90
位主,99,81
但蔡,99,93
任金,99,75
件及,99,95
以政,99,93
了結,99,85
也和,99,96
也來,99,95
並接,99,98
不須,99,94
下最,99,95
下了,99,94
一戶,99,78
黃藍,98,37
高空,98,75
高標,98,92
高成,98,89
須經,98,96
非自,98,55
間到,98,93
間以,98,97
長都,98,93
長胡,98,95
長杜,98,89
量到,98,90
配額,98,63
部能,98,89
選部,98,36
選美,98,83
道具,98,61
近有,98,95
輕軌,98,34
車後,98,84
資雙,98,72
貶幅,98,69
計最,98,93
表中,98,90
衝高,98,90
血糖,98,47
著中,98,95
若發,98,91
與小,98,94
至每,98,78
能取,98,91
能化,98,59
股成,98,73
美時,98,32
續處,98,93
系所,98,81
米製,98,56
籌措,98,86
策劃,98,85
立榮,98,36
票時,98,66
票日,98,81
示要,98,93
的希,98,89
的山,98,92
發售,98,68
療程,98,59
界預,98,95
由市,98,87
理之,98,70
班人,98,57
獨有,98,92
獎助,98,48
牛奶,98,56
無任,98,91
為雙,98,93
為名,98,88
渡假,98,57
求新,98,90
氣發,98,54
歷時,98,92
次進,98,90
業聚,98,79
業加,98,88
染物,98,78
東及,98,90
有七,98,95
最完,98,91
最夯,98,92
時之,98,90
是林,98,87
於年,98,97
新調,98,95
放送,98,95
撤換,98,74
損的,98,90
戶購,98,33
或低,98,98
我有,98,79
成衣,98,54
意接,98,91
意投,98,93
息相,98,98
恭喜,98,80
性和,98,89
年計,98,83
年北,98,83
常運,98,82
對電,98,92
將調,98,85
客量,98,69
客也,98,93
如說,98,81
天特,98,90
大重,98,94
大化,98,89
多日,98,96
多場,98,93
境界,98,92
場資,98,89
場方,98,91
場在,98,98
坪的,98,85
地發,98,93
在非,98,88
在談,98,95
在也,98,96
團合,98,91
國紅,98,51
國廠,98,87
商工,98,62
周圍,98,91
同在,98,91
可省,98,79
可加,98,91
及巴,98,86
參謀,98,72
占地,98,87
包袱,98,79
務產,98,79
動更,98,95
劇本,98,59
創品,98,72
別推,98,92
出重,98,88
再重,98,93
克風,98,67
催生,98,86
備妥,98,86
值超,98,84
來因,98,98
位來,98,96
他接,98,95
人陪,98,96
人從,98,95
交棒,98,67
二位,98,90
也還,98,97
也反,98,95
丹麥,98,72
中風,98,69
不提,98,91
一空,98,91
一番,98,93
點後,97,88
高職,97,50
高架,97,63
高捷,97,28
高屏,97,77
體權,97,60
馬偕,97,42
飆升,97,88
頭銜,97,68
韓的,97,77
需經,97,86
陸發,97,84
陳姓,97,61
除息,97,46
間交,97,81
開信,97,70
量下,97,92
都提,97,93
都受,97,95
選團,97,57
達爾,97,27
道客,97,54
過全,97,92
進階,97,82
進全,97,88
迫使,97,89
農牧,97,55
較明,97,89
車前,97,86
路面,97,71
越大,97,83
賓士,97,51
誤導,97,82
術基,97,75
行旅,97,66
行以,97,95
藍海,97,82
蒙特,97,62
萊塢,97,51
與菲,97,77
與網,97,87
致敬,97,78
腎臟,97,39
能多,97,93
胞的,97,76
耗時,97,95
者就,97,94
者包,97,96
罰則,97,69
續以,97,95
等市,97,90
等功,97,92
立方,97,57
程也,97,95
神秘,97,87
看中,97,93
盼望,97,92
的鐵,97,81
的誠,97,85
的再,97,76
發經,97,63
留的,97,91
由外,97,92
理鄭,97,89
為歷,97,88
海及,97,92
況的,97,91
民基,97,77
比前,97,86
每張,97,66
殺害,97,68
此有,97,96
橫濱,97,35
楊國,97,30
案與,97,91
案及,97,95
案人,97,65
格上,97,86
果這,97,92
果可,97,93
東關,97,75
李進,97,48
有調,97,88
有旅,97,84
月獲,97,67
是歐,97,88
是強,97,91
是商,97,92
方以,97,88
新投,97,77
料來,97,95
文致,97,88
數股,97,81
整數,97,83
政綱,97,45
接機,97,74
排在,97,86
才活,97,61
所副,97,93
應為,97,90
快遞,97,38
心願,97,83
很明,97,91
影的,97,83
式對,97,87
府還,97,86
府副,97,86
底價,97,51
年農,97,91
實行,97,95
容積,97,51
家合,97,93
學雜,97,47
孤兒,97,42
大象,97,36
大年,97,63
多都,97,92
士認,97,91
塵爆,97,55
埃及,97,44
在建,97,91
在山,97,88
在半,97,86
在創,97,90
國相,97,84
國性,97,85
哩程,97,25
員協,97,87
員人,97,88
和教,97,85
可大,97,93
口中,97,93
及研,97,96
區今,97,86
化之,97,92
動線,97,81
助產,97,78
到機,97,88
到我,97,86
出近,97,87
出勤,97,59
再說,97,87
共政,97,65
全執,97,72
僅為,97,92
值達,97,87
以待,97,93
以帶,97,95
以去,97,88
人臉,97,87
人前,97,95
京市,97,61
互訪,97,75
中出,97,90
中今,97,83
不均,97,69
下中,97,89
三峽,97,65
三十,97,76
一封,97,79
黃安,96,36
駐菲,96,60
香氣,96,73
願望,96,75
題就,96,89
陸台,96,81
院等,96,94
長游,96,91
鏈結,96,75
金曲,96,56
部台,96,86
還原,96,85
進化,96,87
連網,96,48
連戰,96,64
通往,96,95
轉乘,96,65
路局,96,69
跟隨,96,88
走來,96,93
質上,96,92
豐原,96,54
諮商,96,71
調派,96,65
訂的,96,87
視機,96,62
見解,96,74
要基,96,86
要件,96,74
術品,96,69
船的,96,76
航也,96,84
至一,96,93
自貿,96,39
育與,96,86
肉品,96,57
聘僱,96,50
而改,96,91
綁定,96,50
統以,96,88
福州,96,56
福團,96,39
的郵,96,56
的燈,96,82
的富,96,86
的命,96,88
疼痛,96,56
畫中,96,92
界和,96,81
界也,96,91
由與,96,89
由副,96,89
由一,96,90
生這,96,89
理規,96,81
理劉,96,94
球科,96,70
獎號,96,43
特休,96,39
爭者,96,80
熱議,96,93
無形,96,77
為負,96,80
為營,96,93
漢來,96,28
源回,96,65
減產,96,67
洽詢,96,93
洲經,96,74
沒看,96,90
氣球,96,33
毫不,96,90
次將,96,93
業專,96,84
東華,96,70
有第,96,92
月工,96,75
會配,96,84
會設,96,88
曾文,96,50
暗示,96,86
是給,96,86
是哪,96,93
明書,96,72
日間,96,85
於立,96,85
文將,96,83
政績,96,80
放台,96,61
改編,96,75
推向,96,89
接棒,96,91
按讚,96,77
或大,96,92
想過,96,80
息機,96,87
往太,96,74
度中,96,90
年雙,96,82
年滿,96,83
帶入,96,91
市最,96,92
市旅,96,75
市各,96,88
屋比,96,25
就把,96,91
就以,96,95
導品,96,92
對行,96,91
將設,96,90
將至,96,93
將相,96,88
定由,96,88
它的,96,92
委屈,96,75
好在,96,91
奪冠,96,79
境管,96,57
場跌,96,53
場會,96,91
場更,96,95
型化,96,74
地調,96,47
地為,96,86
國成,96,80
單機,96,70
和的,96,91
否決,96,79
向原,96,60
及桃,96,84
及基,96,88
去化,96,75
區是,96,90
區將,96,89
北東,96,78
勤務,96,59
功率,96,77
創設,96,81
到馬,96,83
到去,96,91
光二,96,81
元說,96,59
元罰,96,67
價是,96,84
像的,96,89
值比,96,70
使是,96,93
但過,96,92
但公,96,93
以完,96,94
他想,96,92
人車,96,63
人代,96,79
交替,96,83
亞馬,96,52
了上,96,94
也於,96,93
中建,96,55
並設,96,93
不已,96,92
下大,96,90
上沒,96,93
三立,96,59
七月,96,75
高單,95,78
飛的,95,84
韓股,95,75
非他,95,49
際情,95,88
長蕭,95,90
銷台,95,81
金今,95,81
重達,95,89
重生,95,86
道台,95,89
遊人,95,85
週期,95,79
通聯,95,64
這都,95,93
逆轉,95,70
送往,95,86
車到,95,87
資部,95,68
資等,95,92
費及,95,91
費不,95,89
讓一,95,92
變身,95,88
譯者,95,91
觀台,95,89
要觀,95,89
裝甲,95,36
術性,95,81
行改,95,89
蜜月,95,68
著說,95,93
與非,95,84
與開,95,94
能輕,95,93
股不,95,86
而提,95,94
習班,95,50
統等,95,91
給了,95,91
空姐,95,36
租屋,95,57
福指,95,50
眾表,95,82
的越,95,80
的彈,95,89
百點,95,83
療癒,95,69
生率,95,59
理費,95,58
球晶,95,25
現強,95,92
率有,95,90
燈泡,95,48
為投,95,87
灣史,95,80
漸成,95,91
漲到,95,78
準時,95,84
浮動,95,60
求更,95,89
民怨,95,74
款式,95,79
次開,95,90
次強,95,90
機是,95,87
格不,95,94
校舍,95,34
查時,95,91
查出,95,80
本無,95,88
有良,95,91
有因,95,88
有和,95,82
有原,95,87
會只,95,86
時國,95,87
是鴻,95,74
是難,95,91
是負,95,87
春天,95,77
易市,95,85
明展,95,45
日才,95,91
新上,95,91
文華,95,52
數高,95,90
放進,95,83
據報,95,89
掉落,95,73
挪威,95,60
指南,95,66
拋出,95,87
成表,95,78
應依,95,85
性格,95,80
得非,95,89
待新,95,90
師也,95,89
市開,95,85
市成,95,80
工和,95,80
島礁,95,60
展經,95,88
展等,95,93
局最,95,92
對太,95,78
專車,95,55
家實,95,86
季成,95,82
子書,95,37
太子,95,60
大考,95,82
大步,95,89
大機,95,82
大傷,95,76
多歲,95,84
多政,95,92
多外,95,90
增為,95,81
報率,95,53
坪林,95,55
在黨,95,80
在要,95,91
在夏,95,81
在二,95,88
團等,95,91
團提,95,84
國可,95,87
哲也,95,88
員名,95,72
可藉,95,92
可留,95,84
口區,95,48
及推,95,93
及參,95,92
原子,95,57
卡人,95,59
南雲,95,73
午宣,95,93
副司,95,79
判處,95,69
六月,95,76
兩倍,95,86
償金,95,65
儘早,95,86
僑領,95,73
僅需,95,88
傳的,95,89
倒退,95,77
個平,95,86
例說,95,94
作社,95,50
作一,95,84
伸出,95,89
估台,95,85
任院,95,61
以小,95,88
代替,95,79
他到,95,93
事達,95,42
並通,95,90
下近,95,85
上各,95,91
面時,94,86
露營,94,33
電報,94,77
零食,94,59
雲嘉,94,52
雖未,94,91
關應,94,92
鑑定,94,67
都讓,94,90
部最,94,88
邀約,94,77
遭美,94,79
運能,94,77
運將,94,80
逾期,94,63
較長,94,94
起國,94,91
貿然,94,85
費方,94,79
護盤,94,51
警局,94,67
識與,94,89
論如,94,89
記名,94,38
親近,94,89
被指,94,87
被台,94,85
表一,94,91
衣機,94,52
行重,94,87
藥研,94,60
茂迪,94,41
至三,94,80
老爺,94,37
羞辱,94,64
組員,94,50
紛爭,94,69
築的,94,71
監管,94,81
皇家,94,63
的驚,94,91
的群,94,82
的擴,94,89
的假,94,88
異性,94,71
用網,94,80
生氣,94,72
生兒,94,48
瑞雄,94,56
現新,94,91
爾的,94,77
照國,94,85
無黨,94,66
為法,94,88
為文,94,88
為改,94,86
為學,94,87
為單,94,88
準法,94,80
洲議,94,37
比預,94,83
步走,94,90
止一,94,94
檯面,94,85
標竿,94,85
樂設,94,52
業董,94,76
業多,94,92
校務,94,60
查是,94,86
架設,94,83
本法,94,69
本原,94,80
期會,94,90
有決,94,87
有商,94,89
月線,94,77
月也,94,93
會建,94,87
替台,94,85
更貼,94,88
更案,94,51
智捷,94,51
日生,94,89
日有,94,89
挖掘,94,81
持政,94,80
應先,94,90
悠久,94,89
後至,94,70
張兆,94,35
廣的,94,91
店舖,94,58
幾位,94,81
年亞,94,77
已知,94,84
對投,94,89
對個,94,86
家還,94,90
家或,94,89
客及,94,82
定及,94,90
宏遠,94,35
存放,94,73
她有,94,91
奧斯,94,68
大財,94,76
增訂,94,75
地農,94,76
在為,94,88
在小,94,89
在執,94,86
在九,94,84
四月,94,66
哲宏,94,33
員之,94,90
品行,94,71
台都,94,86
可向,94,81
及總,94,90
及世,94,90
厲害,94,85
卻一,94,90
區農,94,54
務後,94,89
動整,94,89
動商,94,67
劃與,94,92
前日,94,86
前僅,94,92
前並,94,92
出色,94,88
全盤,94,83
內金,94,83
光纖,94,39
先驅,94,88
元電,94,55
元商,94,79
值與,94,91
保固,94,57
但希,94,90
件與,94,91
以防,94,89
今的,94,92
人而,94,88
人希,94,92
亞電,94,78
亞與,94,81
了美,94,89
乾脆,94,88
主發,94,79
中電,94,45
中產,94,75
中外,94,84
不被,94,93
下挫,94,83
上旬,94,84
上今,94,92
三五,94,75
一輛,94,84
一架,94,70
一夫,94,57
黨將,93,84
點也,93,91
高爾,93,55
首購,93,59
領海,93,59
雞肉,93,47
際交,93,82
院和,93,89
院不,93,85
間還,93,89
間和,93,90
開價,93,50
釜山,93,34
金交,93,73
都由,93,92
部則,93,89
邱毅,93,23
遼寧,93,67
選過,93,73
達賴,93,21
遍及,93,91
運營,93,70
週休,93,60
追究,93,76
轉到,93,87
車內,93,72
路邊,93,71
跟中,93,82
貧窮,93,76
許有,93,86
設籍,93,56
言表,93,84
視頻,93,71
規的,93,86
要買,93,82
要承,93,85
要分,93,89
表專,93,88
衛台,93,72
行通,93,85
行官,93,69
處以,93,80
萬到,93,76
與空,93,85
肝病,93,35
者共,93,89
者以,93,88
約可,93,80
節約,93,71
立信,93,41
空置,93,32
程技,93,77
移入,93,67
福袋,93,43
票率,93,60
短缺,93,85
的頂,93,86
的舊,93,89
的為,93,88
的毛,93,77
的六,93,88
百合,93,51
用面,93,49
率降,93,82
率都,93,87
獨派,93,61
熱氣,93,35
照常,93,70
為確,93,89
為天,93,89
海牙,93,76
活在,93,88
法通,93,83
求各,93,84
歉意,93,76
欣慰,93,86
業客,93,71
棒的,93,81
案可,93,90
格與,93,87
有反,93,89
會暨,93,89
暢銷,93,77
是安,93,86
旅車,93,52
方發,93,83
方今,93,86
方主,93,84
新日,93,62
料將,93,87
文官,93,53
政上,93,86
改採,93,85
據最,93,91
提昇,93,81
推翻,93,79
拜票,93,66
所設,93,90
或電,93,91
意和,93,82
得在,93,90
後開,93,93
府沒,93,87
年老,93,87
年只,93,92
平在,93,75
師指,93,90
已故,93,84
峰期,93,88
展商,93,78
家重,93,86
家旅,93,78
定上,93,86
宇宙,93,47
學物,93,50
妖怪,93,24
套裝,93,66
外長,93,72
場設,93,86
基調,93,80
在她,93,90
土的,93,78
國南,93,90
國今,93,87
因中,93,89
售市,93,79
員來,93,87
品以,93,92
和他,93,85
向行,93,83
名在,93,88
名下,93,75
可降,93,87
可得,93,79
叫車,93,52
受訓,93,73
及格,93,68
及品,93,88
原生,93,75
原地,93,66
午連,93,72
動一,93,91
助餐,93,49
前無,93,92
出線,93,79
共設,93,78
六角,93,23
公費,93,43
公權,93,78
入資,93,81
入營,93,82
入民,93,63
入不,93,88
光等,93,89
倫今,93,80
們最,93,85
俞大,93,34
保基,93,53
作中,93,85
位行,93,56
以直,93,88
事都,93,87
事及,93,84
也鼓,93,91
也回,93,92
中資,93,63
中裕,93,41
中校,93,68
並致,93,89
一集,93,65
黨提,92,82
驗收,92,59
隱形,92,65
陳述,92,81
院衛,92,85
銷業,92,62
銀人,92,76
還得,92,88
遠通,92,15
遠超,92,89
週邊,92,72
連同,92,88
這套,92,74
議書,92,62
諷刺,92,84
觸角,92,81
視聽,92,82
要比,92,89
要支,92,85
術能,92,81
行檢,92,87
蘇建,92,43
著墨,92,86
華經,92,79
良心,92,75
至不,92,90
能生,92,78
能來,92,87
肩負,92,88
肢體,92,82
股開,92,74
者開,92,88
者必,92,88
考選,92,32
統有,92,89
統文,92,84
籌辦,92,74
範疇,92,85
算不,92,86
知事,92,48
眷屬,92,64
的魚,92,69
的勇,92,83
由法,92,83
物為,92,88
燃燒,92,71
然還,92,92
為觀,92,89
為嚴,92,91
汐止,92,68
氣變,92,91
每桶,92,55
武裝,92,57
步進,92,88
步分,92,90
檳榔,92,27
業集,92,70
業策,92,82
業平,92,80
業帶,92,90
林麗,92,45
林建,92,50
本期,92,62
有落,92,87
是解,92,87
是立,92,86
是獨,92,84
是向,92,85
是參,92,89
易額,92,71
日漸,92,90
於華,92,88
於勞,92,74
於三,92,88
方約,92,85
數公,92,57
數一,92,90
教科,92,68
據調,92,88
援會,92,41
抵抗,92,77
技及,92,85
扶持,92,79
戶內,92,43
或國,92,90
成第,92,82
應儘,92,84
慎防,92,78
想做,92,81
想不,92,86
忠說,92,62
心設,92,81
得要,92,87
往東,92,81
度約,92,86
度方,92,87
度很,92,89
年實,92,83
布之,92,91
市建,92,71
已決,92,83
小跌,92,78
對會,92,84
對整,92,85
對保,92,83
將送,92,87
將減,92,75
將屆,92,87
將向,92,84
家更,92,85
定政,92,85
子工,92,78
委外,92,72
天為,92,87
天津,92,54
大領,92,79
大作,92,72
大任,92,74
夜晚,92,87
多做,92,85
場多,92,92
在旅,92,78
在合,92,89
國健,92,47
四十,92,75
員以,92,88
品不,92,89
名詞,92,81
同面,92,85
合與,92,86
台裔,92,70
及手,92,88
及應,92,90
又能,92,90
又一,92,85
原味,92,79
南等,92,91
北檢,92,57
北南,92,85
務方,92,86
動也,92,92
勒索,92,32
助業,92,86
助他,92,85
力調,92,80
力做,92,89
前因,92,92
制服,92,55
制出,92,56
到教,92,82
再添,92,85
入手,92,87
價連,92,89
備等,92,89
偉說,92,62
信支,92,34
供各,92,91
例假,92,56
來重,92,88
來支,92,85
位處,92,88
位上,92,87
以滿,92,92
以打,92,91
以強,92,91
以同,92,89
代謝,92,62
仍屬,92,85
人用,92,84
二家,92,82
下架,92,65
下手,92,80
上進,92,87
三月,92,78
一艘,92,71
一哩,92,75
點與,91,87
麼是,91,84
餅乾,91,62
飆高,91,85
面都,91,90
院學,91,47
間投,91,76
長了,91,77
銘傳,91,47
量比,91,84
重金,91,71
配送,91,62
鄭崇,91,32
都與,91,90
部為,91,87
部下,91,88
週的,91,85
逢低,91,79
造廠,91,79
送的,91,87
迷你,91,70
轉讓,91,61
轉虧,91,80
車服,91,75
身故,91,46
越鋼,91,17
資政,91,55
資動,91,88
護病,91,55
論與,91,80
誕節,91,69
訊網,91,76
要堅,91,79
裁的,91,81
處與,91,84
萬日,91,58
萬大,91,70
若想,91,86
與基,91,83
與共,91,77
致函,91,67
脈動,91,87
胎兒,91,37
美人,91,61
續往,91,85
續協,91,85
總銷,91,70
線條,91,76
給全,91,84
約合,91,75
站起,91,79
空難,91,50
程會,91,54
票結,91,67
票投,91,70
真誠,91,79
的龍,91,82
的顧,91,75
的試,91,78
的簡,91,86
的悲,91,78
的得,91,78
產物,91,65
生指,91,88
理能,91,78
理大,91,69
現上,91,89
無需,91,83
為成,91,85
灣傳,91,72
漢學,91,39
海島,91,75
泡沫,91,64
法讓,91,89
次重,91,86
權爭,91,78
權法,91,56
望明,91,84
有穩,91,82
有差,91,88
會申,91,81
會商,91,73
曉得,91,80
時裝,91,40
時政,91,70
時回,91,88
昱晶,91,49
是造,91,87
是教,91,80
是帶,91,88
日立,91,67
日漁,91,55
於行,91,86
方交,91,82
新領,91,70
新客,91,74
推銷,91,75
所未,91,87
意不,91,83
心地,91,86
後能,91,88
府宣,91,79
已由,91,90
山水,91,66
山森,91,43
尼國,91,47
將無,91,85
將把,91,88
將建,91,83
容納,91,86
家應,91,86
宣言,91,66
安樂,91,47
季可,91,83
好行,91,54
她提,91,88
大智,91,63
外大,91,83
外加,91,83
壇的,91,78
場推,91,89
在空,91,84
圖的,91,88
國社,91,76
國巴,91,85
固然,91,86
商轉,91,67
商討,91,82
商企,91,72
商之,91,88
品化,91,71
和對,91,84
告並,91,88
名分,91,86
史料,91,54
取貨,91,54
及通,91,85
及西,91,85
及特,91,85
及後,91,87
占了,91,89
升破,91,69
務和,91,88
動購,91,58
動在,91,87
加計,91,83
剝奪,91,80
前至,91,67
前先,91,88
前他,91,89
到社,91,81
別來,91,87
初一,91,63
冰品,91,34
具特,91,88
公式,91,55
八月,91,69
內也,91,90
入人,91,73
光收,91,61
價在,91,89
偵訊,91,64
做生,91,77
來每,91,86
件申,91,79
他來,91,84
人團,91,80
二廠,91,61
主與,91,82
中認,91,82
中站,91,57
並帶,91,89
並公,91,85
不熟,91,82
鼓舞,90,79
魚的,90,72
高一,90,86
院認,90,76
院方,90,62
附屬,90,76
關工,90,82
開說,90,82
長交,90,77
重重,90,86
釋憲,90,47
那裡,90,86
過及,90,63
遊網,90,50
輪流,90,85
輕重,90,84
車資,90,68
跨出,90,81
走路,90,76
質獎,90,42
資工,90,70
資對,90,79
讓美,90,84
計數,90,88
計學,90,62
觸到,90,83
親臨,90,84
視與,90,86
要通,90,88
要這,90,87
要股,90,79
要生,90,86
要他,90,78
被遣,90,73
菜單,90,73
花卉,90,56
良的,90,81
與永,90,81
能降,90,85
肥胖,90,37
股有,90,82
而產,90,87
者還,90,88
考上,90,69
等著,90,87
等團,90,81
立訊,90,16
稽核,90,62
祈求,90,67
的飯,90,75
的題,90,78
的突,90,87
的座,90,79
的常,90,88
的帳,90,73
的培,90,77
百日,90,61
發價,90,50
留給,90,83
由全,90,86
用以,90,88
生對,90,88
琴家,90,55
現也,90,88
狗狗,90,34
然成,90,90
游泳,90,66
減半,90,72
海報,90,68
法也,90,85
比不,90,87
正聲,90,64
機位,90,71
案不,90,89
東洋,90,21
有市,90,90
普在,90,83
時公,90,89
映真,90,10
日可,90,84
於整,90,87
方互,90,80
新工,90,61
擇的,90,84
技類,90,58
打的,90,80
所能,90,87
所創,90,85
戰局,90,68
成重,90,86
應新,90,82
志嘉,90,39
必需,90,84
徵件,90,50
微星,90,36
府以,90,86
年和,90,83
師工,90,74
布里,90,47
布建,90,72
市土,90,67
工計,90,44
展品,90,72
展不,90,87
富翁,90,47
定和,90,82
姿態,90,83
她還,90,83
奪得,90,74
夯的,90,87
天連,90,80
大腸,90,54
大出,90,81
夢的,90,76
多機,90,81
外表,90,88
外有,90,85
增班,90,65
場動,90,81
在嘉,90,76
在五,90,87
團發,90,88
團前,90,80
國語,90,76
國設,90,77
國所,90,81
商來,90,78
和自,90,87
和產,90,84
向民,90,84
向北,90,85
可疑,90,68
可先,90,90
及管,90,86
及現,90,87
及整,90,86
及可,90,84
及個,90,82
參拜,90,48
原預,90,81
北藝,90,46
務客,90,69
務商,90,59
動起,90,79
力等,90,87
前到,90,88
刻板,90,76
到未,90,84
出將,90,82
再現,90,79
八德,90,65
充裕,90,83
元為,90,85
元年,90,83
傾斜,90,69
停班,90,50
住正,90,61
伴的,90,81
件產,90,67
付工,90,74
人很,90,85
人交,90,80
交出,90,85
亞都,90,39
了第,90,89
了將,90,90
也首,90,86
九的,90,81
中性,90,74
並規,90,88
上攻,90,78
三法,90,61
龜山,89,58
高股,89,68
高房,89,70
體製,89,76
驗中,89,80
非農,89,67
青山,89,39
雪梨,89,55
間出,89,84
開大,89,84
錯了,89,73
金在,89,76
部就,89,87
過量,89,65
連動,89,81
車展,89,53
車在,89,82
路考,89,22
走下,89,82
購入,89,76
賣方,89,64
調至,89,61
試用,89,65
設於,89,83
訊工,89,78
要議,89,81
要確,89,88
行管,89,76
行實,89,81
行委,89,65
萬口,89,64
與平,89,78
能轉,89,86
聘用,89,68
考核,89,62
線通,89,75
綜觀,89,85
經建,89,81
納卯,89,23
籲請,89,77
籍生,89,55
策研,89,71
空飛,89,66
空窗,89,68
積水,89,71
科目,89,68
眾能,89,84
看電,89,72
的緊,89,84
的絕,89,83
的浪,89,82
的律,89,68
的到,89,83
的入,89,85
百家,89,84
發炎,89,44
當紅,89,80
畫區,89,52
由公,89,83
產稅,89,32
甄試,89,32
率會,89,81
物體,89,69
爆紅,89,65
無異,89,83
濫用,89,75
漠視,89,79
漏稅,89,52
測廠,89,64
測中,89,78
淨流,89,38
流會,89,69
派系,89,53
洪孟,89,42
洋的,89,75
洋大,89,49
況及,89,86
求同,89,66
水質,89,56
次訪,89,77
機都,89,84
未知,89,72
有考,89,76
有管,89,71
月與,89,88
月交,89,70
會採,89,85
最不,89,76
暴漲,89,84
時更,89,87
時分,89,85
是越,89,78
是回,89,85
日媒,89,74
日北,89,74
於雙,89,84
於歐,89,84
新手,89,77
新契,89,65
新出,89,84
敵人,89,69
整建,89,64
政變,89,46
政處,89,62
擠進,89,83
擊台,89,79
摩天,89,56
揭牌,89,66
持民,89,77
戰車,89,26
戰術,89,67
我都,89,82
成影,89,85
成份,89,72
憂鬱,89,49
慎重,89,79
意基,89,64
念書,89,74
快時,89,54
得太,89,86
引入,89,84
建大,89,42
廳舉,89,86
廢鋼,89,14
廢水,89,50
度還,89,86
度之,89,80
店也,89,86
年民,89,82
年東,89,82
工場,89,47
居冠,89,85
局上,89,82
尾聲,89,81
對房,89,71
家社,89,76
家年,89,60
守住,89,81
季出,89,74
女人,89,72
太極,89,42
天時,89,75
大葉,89,39
大外,89,83
大單,89,78
大分,89,45
場起,89,72
場傳,89,83
在營,89,74
在審,89,80
在參,89,82
團拜,89,57
國來,89,81
回想,89,80
和印,89,77
告後,89,86
台菲,89,51
台是,89,75
可避,89,86
可思,89,83
可怕,89,76
及能,89,84
及獲,89,81
及最,89,86
又在,89,86
博愛,89,46
匯兌,89,52
動參,89,72
助民,89,76
助推,89,87
前舉,89,85
列前,89,82
出市,89,84
再向,89,86
入社,89,82
入亞,89,51
元購,89,74
個全,89,84
供國,89,84
來營,89,85
來他,89,88
作意,89,71
低窪,89,87
位都,89,88
仙台,89,39
他期,89,88
今未,89,84
人送,89,80
人宋,89,83
人去,89,84
人加,89,83
亦將,89,86
了對,89,83
也規,89,89
也承,89,85
中英,89,75
中可,89,83
並引,89,87
且這,89,88
不遠,89,87
下行,89,78
下為,89,86
下任,89,72
上出,89,86
一腳,89,85
黨上,88,82
點包,88,88
點以,88,82
鮮乳,88,27
體指,88,82
驚豔,88,83
騎乘,88,62
頻段,88,40
面經,88,86
雲品,88,22
雄大,88,68
隆重,88,86
除與,88,85
開口,88,78
門會,88,76
金色,88,61
金成,88,72
量就,88,85
量多,88,82
配息,88,62
都想,88,83
部規,88,80
遲未,88,82
過法,88,83
過專,88,86
造與,88,78
這張,88,74
退撫,88,30
辦大,88,72
轉達,88,80
車環,88,49
車潮,88,58
路燈,88,35
跌勢,88,76
越好,88,80
賣台,88,72
賞燈,88,57
貼出,88,75
象是,88,87
誤會,88,81
該項,88,82
要增,88,85
裝潢,88,76
